Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
16 July 2020, 1.1414, 122.24, 1.9558, 26.693, 7.4452, 0.90875, 354.08, 4.4928, 4.8433, 10.3500, 1.0787, 160.00, 10.6148, 7.5356, 81.1888, 7.8320, 1.6338, 6.1154, 1.5452, 7.9861, 8.8510, 16692.98, 3.9207, 85.8555, 1373.74, 25.5051, 4.8755, 1.7439, 56.499, 1.5888, 36.148, 19.0181, 
https://www.ecb.europa.eu/stats/eurofxref/eurofxref-daily.xml
